reporting_year,reporting_month,organization,action_as_per_source,enforcement_type,proactive_flag,topic,value,units,notes,standard_value,date
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.4,value in percentage,,99.4,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.6,value in percentage,,99.6,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,103.7,value in thousands,,103.7,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,111.5,value in thousands,,111.5,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,97.2,value in percentage,,97.2,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,94.6,value in percentage,,94.6,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,63.4,value in thousands,,63.4,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,55.6,value in thousands,,55.6,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.6,value in percentage,,99.6,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.6,value in percentage,,98.6,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,22.7,value in thousands,,22.7,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,10.2,value in thousands,,10.2,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,98.6,value in percentage,,98.6,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.4,value in percentage,,99.4,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,3.5,value in thousands,,3.5,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,5.5,value in thousands,,5.5,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,99.5,value in percentage,,99.5,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,99.2,value in percentage,,99.2,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Spam,7.4,value in millions,,7.4,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Spam,9.9,value in millions,,9.9,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.4,value in millions,,1.4,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.5,value in millions,,1.5,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.6,value in percentage,,98.6,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,97.8,value in percentage,,97.8,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,72.9,value in thousands,,72.9,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,78.6,value in thousands,,78.6,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.7,value in percentage,,99.7,2024-10-01
2024,October,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.5,value in percentage,,99.5,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,941.3,value in thousands,,941.3,2024-10-01
2024,October,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,694.2,value in thousands,,694.2,2024-10-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.5,value in percentage,,97.5,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,1.5,value in millions,,1.5,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,99.8,value in percentage,,99.8,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,248.7,value in thousands,,248.7,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,99.8,value in percentage,,99.8,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,234.1,value in thousands,,234.1,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,96.6,value in percentage,,96.6,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,96.0,value in thousands,,96.0,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,98.9,value in percentage,,98.9,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,6.6,value in thousands,,6.6,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.4,value in percentage,,99.4,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,61.8,value in thousands,,61.8,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,97.5,value in percentage,,97.5,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,39.2,value in thousands,,39.2,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,99.2,value in percentage,,99.2,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,8.9,value in thousands,,8.9,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,97.7,value in percentage,,97.7,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,5.0,value in thousands,,5.0,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,96.8,value in percentage,,96.8,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Spam,20.5,value in millions,,20.5,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.4,value in millions,,1.4,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.2,value in percentage,,98.2,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,44.9,value in thousands,,44.9,2024-11-01
2024,November,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.6,value in percentage,,99.6,2024-11-01
2024,November,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,831.0,value in thousands,,831.0,2024-11-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,93.6,value in percentage,,93.6,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,3.8,value in millions,,3.8,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,96.0,value in percentage,,96.0,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,278.7,value in thousands,,278.7,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,98.3,value in percentage,,98.3,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,77.0,value in thousands,,77.0,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,98.6,value in percentage,,98.6,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,98.2,value in thousands,,98.2,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,98.4,value in percentage,,98.4,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,5.1,value in thousands,,5.1,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,99.7,value in percentage,,99.7,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,73.2,value in thousands,,73.2,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Hate Speech,98.1,value in percentage,,98.1,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Hate Speech,45.6,value in thousands,,45.6,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,98.7,value in percentage,,98.7,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,6.9,value in thousands,,6.9,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,87.9,value in percentage,,87.9,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,5.3,value in thousands,,5.3,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Spam,98.5,value in percentage,,98.5,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Spam,8.2,value in millions,,8.2,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.9,value in percentage,,99.9,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.6,value in millions,,1.6,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,98.6,value in percentage,,98.6,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Violence and Incitement,54.9,value in thousands,,54.9,2024-12-01
2024,December,Facebook,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.7,value in percentage,,99.7,2024-12-01
2024,December,Facebook,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,931.1,value in thousands,,931.1,2024-12-01
2024,January,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,805125.0,value in absolute number,,805125.0,2024-01-01
2024,February,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,874271.0,value in absolute number,,874271.0,2024-02-01
2024,March,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,910514.0,value in absolute number,,910514.0,2024-03-01
2024,April,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,733311.0,value in absolute number,,733311.0,2024-04-01
2024,May,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,773632.0,value in absolute number,,773632.0,2024-05-01
2024,June,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,772342.0,value in absolute number,,772342.0,2024-06-01
2024,July,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,741740.0,value in absolute number,,741740.0,2024-07-01
2024,August,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,699266.0,value in absolute number,,699266.0,2024-08-01
2024,September,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,736014.0,value in absolute number,,736014.0,2024-09-01
2024,October,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,860491.0,value in absolute number,,860491.0,2024-10-01
2024,November,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,909428.0,value in absolute number,,909428.0,2024-11-01
2024,December,Google,Number of removal actions as a result of automated detection,Content Removed,Proactive,All,1131862.0,value in absolute number,,1131862.0,2024-12-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Adult Nudity and Sexual Activity,962.5,value in thousands,,962.5,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Bullying and Harassment,817.5,value in thousands,,817.5,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Nudity and Physical Abuse,10.1,value in thousands,,10.1,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Child Endangerment - Sexual Exploitation,198.6,value in thousands,,198.6,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Organized Hate,4.4,value in thousands,,4.4,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Dangerous Organizations and Individuals: Terrorism,38.9,value in thousands,,38.9,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Hate Speech,57.8,value in thousands,,57.8,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Drugs,1.7,value in thousands,,1.7,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Regulated Goods: Firearms,4.5,value in thousands,,4.5,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Suicide and Self-Injury,1.7,value in millions,,1.7,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Violence and Incitement,407.9,value in thousands,,407.9,2024-01-01
2024,January,Instagram,Content Actioned,Content Actioned,Unknown,Violent and Graphic Content,641.0,value in thousands,,641.0,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Adult Nudity and Sexual Activity,97.4,value in percentage,,97.4,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Bullying and Harassment,95.8,value in percentage,,95.8,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Nudity and Physical Abuse,95.6,value in percentage,,95.6,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Child Endangerment - Sexual Exploitation,91.9,value in percentage,,91.9,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Organized Hate,83.4,value in percentage,,83.4,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Dangerous Organizations and Individuals: Terrorism,98.6,value in percentage,,98.6,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Hate Speech,77.5,value in percentage,,77.5,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Drugs,97.8,value in percentage,,97.8,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Regulated Goods: Firearms,99.3,value in percentage,,99.3,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Suicide and Self-Injury,99.7,value in percentage,,99.7,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Violence and Incitement,99.0,value in percentage,,99.0,2024-01-01
2024,January,Instagram,Proactive Rate,Content Actioned,Proactive,Violent and Graphic Content,99.3,value in percentage,,99.3,2024-01-01
